,Date,District,Community Area,Time Period,Average Traffic condition_x,SEGMENTID,WEATHER,PER CAPITA INCOME,Day,Crime Rate,dayOfWeek,SPEED,PER CAPITA INCOME 
1953,2013-07-24 18:30:00,18,8.0,afternoon,medium,908,Sunny,High,2013-07-24,0.017671517671517672,weekday,17.940302825730544,88669
1954,2013-07-24 18:30:00,18,8.0,afternoon,medium,908,Sunny,High,2013-07-24,0.017671517671517672,weekday,17.940302825730544,88669
1955,2013-07-25 10:24:00,18,8.0,morning,medium,908,Sunny,High,2013-07-25,0.008724100327153763,weekday,17.940302825730544,88669
1956,2013-07-25 14:00:00,18,8.0,afternoon,medium,908,Sunny,High,2013-07-25,0.015267175572519083,weekday,17.940302825730544,88669
1957,2013-07-26 22:00:00,18,8.0,evening,medium,908,Sunny,High,2013-07-26,0.03134479271991911,weekday,17.940302825730544,88669
1958,2013-07-26 17:05:00,18,8.0,afternoon,medium,908,Sunny,High,2013-07-26,0.020222446916076844,weekday,17.940302825730544,88669
1959,2013-07-30 17:00:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-07-30,0.02356902356902357,weekday,17.940302825730544,88669
1960,2013-07-31 17:06:30,18,8.0,afternoon,medium,908,Cloudy,High,2013-07-31,0.027348394768133173,weekday,17.940302825730544,88669
1961,2013-08-02 19:50:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-08-02,0.018633540372670808,weekday,17.940302825730544,88669
1962,2013-08-02 12:30:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-08-02,0.018633540372670808,weekday,17.940302825730544,88669
1963,2013-08-06 15:15:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-08-06,0.017699115044247787,weekday,17.940302825730544,88669
1964,2013-08-09 15:25:00,18,8.0,afternoon,medium,908,Sunny,High,2013-08-09,0.019269776876267748,weekday,17.940302825730544,88669
1965,2013-08-10 18:30:00,18,8.0,afternoon,medium,908,Sunny,High,2013-08-10,0.02455795677799607,weekend,17.940302825730544,88669
1966,2013-08-11 13:00:00,18,8.0,afternoon,medium,908,Sunny,High,2013-08-11,0.02127659574468085,weekend,17.940302825730544,88669
1967,2013-08-12 19:02:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-08-12,0.027551020408163266,weekday,17.940302825730544,88669
1968,2013-08-14 03:00:00,18,8.0,evening,medium,908,Sunny,High,2013-08-14,0.022753128555176336,weekday,17.940302825730544,88669
1969,2013-08-14 15:00:00,18,8.0,afternoon,medium,908,Sunny,High,2013-08-14,0.02161547212741752,weekday,17.940302825730544,88669
1970,2013-08-16 13:40:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-08-16,0.021739130434782608,weekday,17.940302825730544,88669
1971,2013-11-02 22:15:00,18,8.0,evening,medium,908,Sunny,High,2013-11-02,0.023225806451612905,weekend,17.940302825730544,88669
1972,2013-11-02 21:15:00,18,8.0,evening,medium,908,Sunny,High,2013-11-02,0.023225806451612905,weekend,17.940302825730544,88669
1973,2013-11-02 13:15:00,18,8.0,afternoon,medium,908,Sunny,High,2013-11-02,0.01806451612903226,weekend,17.940302825730544,88669
1974,2013-11-02 13:15:00,18,8.0,afternoon,medium,908,Sunny,High,2013-11-02,0.01806451612903226,weekend,17.940302825730544,88669
1975,2013-08-20 15:00:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-08-20,0.013555787278415016,weekday,17.940302825730544,88669
1976,2013-08-20 13:00:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-08-20,0.013555787278415016,weekday,17.940302825730544,88669
1977,2013-08-22 06:30:00,18,8.0,morning,medium,908,Cloudy,High,2013-08-22,0.009944751381215469,weekday,17.940302825730544,88669
1978,2013-08-23 13:56:00,18,8.0,afternoon,medium,908,Sunny,High,2013-08-23,0.0244173140954495,weekday,17.940302825730544,88669
1979,2013-08-24 18:00:00,18,8.0,afternoon,medium,908,Sunny,High,2013-08-24,0.021321961620469083,weekend,17.940302825730544,88669
1980,2013-09-03 09:45:00,18,8.0,morning,medium,908,Sunny,High,2013-09-03,0.009184845005740528,weekday,17.940302825730544,88669
1981,2013-09-04 18:10:00,18,8.0,afternoon,medium,908,Sunny,High,2013-09-04,0.015513126491646777,weekday,17.940302825730544,88669
1982,2013-09-07 17:45:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-09-07,0.016304347826086956,weekend,17.940302825730544,88669
1983,2013-09-09 13:30:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-09-09,0.018475750577367205,weekday,17.940302825730544,88669
1984,2013-09-14 04:44:00,18,8.0,morning,medium,908,Sunny,High,2013-09-14,0.007255139056831923,weekend,17.940302825730544,88669
1985,2013-09-14 00:00:00,18,8.0,evening,medium,908,Sunny,High,2013-09-14,0.020556227327690448,weekend,17.940302825730544,88669
1986,2013-09-15 21:00:00,18,8.0,evening,medium,908,Sunny,High,2013-09-15,0.01437125748502994,weekend,17.940302825730544,88669
1987,2013-09-16 00:01:00,18,8.0,evening,medium,908,Cloudy,High,2013-09-16,0.010309278350515464,weekday,17.940302825730544,88669
1988,2013-09-19 17:30:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-09-19,0.018823529411764704,weekday,17.940302825730544,88669
1989,2013-09-20 10:00:00,18,8.0,morning,medium,908,Cloudy,High,2013-09-20,0.009523809523809525,weekday,17.940302825730544,88669
1990,2013-09-23 19:30:00,18,8.0,afternoon,medium,908,Sunny,High,2013-09-23,0.025974025974025976,weekday,17.940302825730544,88669
1991,2013-09-24 23:05:00,18,8.0,evening,medium,908,Cloudy,High,2013-09-24,0.011956521739130435,weekday,17.940302825730544,88669
1992,2013-09-25 08:00:00,18,8.0,morning,medium,908,Sunny,High,2013-09-25,0.013574660633484163,weekday,17.940302825730544,88669
1993,2013-09-26 13:00:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-09-26,0.019883040935672516,weekday,17.940302825730544,88669
1994,2013-09-26 13:15:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-09-26,0.019883040935672516,weekday,17.940302825730544,88669
1995,2013-09-27 04:30:00,18,8.0,morning,medium,908,Cloudy,High,2013-09-27,0.007261410788381743,weekday,17.940302825730544,88669
1996,2013-09-27 13:00:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-09-27,0.022821576763485476,weekday,17.940302825730544,88669
1997,2013-09-27 13:00:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-09-27,0.022821576763485476,weekday,17.940302825730544,88669
1998,2013-09-27 18:00:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-09-27,0.022821576763485476,weekday,17.940302825730544,88669
1999,2013-10-02 05:00:00,18,8.0,morning,medium,908,Sunny,High,2013-10-02,0.010380622837370242,weekday,17.940302825730544,88669
2000,2013-10-03 01:47:00,18,8.0,evening,medium,908,Snow,High,2013-10-03,0.006993006993006993,weekday,17.940302825730544,88669
2001,2013-10-05 14:30:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-10-05,0.027058823529411764,weekend,17.940302825730544,88669
2002,2013-10-05 14:30:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-10-05,0.027058823529411764,weekend,17.940302825730544,88669
2003,2013-10-05 19:36:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-10-05,0.027058823529411764,weekend,17.940302825730544,88669
2004,2013-10-15 13:30:00,18,8.0,afternoon,medium,908,Sunny,High,2013-10-15,0.020460358056265986,weekday,17.940302825730544,88669
2005,2013-10-17 16:00:00,18,8.0,afternoon,medium,908,Sunny,High,2013-10-17,0.023195876288659795,weekday,17.940302825730544,88669
2006,2013-10-17 15:20:00,18,8.0,afternoon,medium,908,Sunny,High,2013-10-17,0.023195876288659795,weekday,17.940302825730544,88669
2007,2013-10-19 00:01:00,18,8.0,evening,medium,908,Sunny,High,2013-10-19,0.016709511568123392,weekend,17.940302825730544,88669
2008,2013-10-23 07:00:00,18,8.0,morning,medium,908,Snow,High,2013-10-23,0.006666666666666667,weekday,17.940302825730544,88669
2009,2013-10-26 15:30:00,18,8.0,afternoon,medium,908,Sunny,High,2013-10-26,0.034993270524899055,weekend,17.940302825730544,88669
2010,2013-10-28 14:00:00,18,8.0,afternoon,medium,908,Sunny,High,2013-10-28,0.017899761336515514,weekday,17.940302825730544,88669
2011,2013-10-28 16:00:00,18,8.0,afternoon,medium,908,Sunny,High,2013-10-28,0.017899761336515514,weekday,17.940302825730544,88669
2012,2013-10-30 12:53:00,18,8.0,afternoon,medium,908,Sunny,High,2013-10-30,0.013237063778580024,weekday,17.940302825730544,88669
2013,2013-10-31 03:15:00,18,8.0,evening,medium,908,Sunny,High,2013-10-31,0.014192139737991267,weekday,17.940302825730544,88669
2014,2013-11-03 16:00:00,18,8.0,afternoon,medium,908,Snow,High,2013-11-03,0.018844221105527637,weekend,17.940302825730544,88669
2015,2013-11-03 03:00:00,18,8.0,evening,medium,908,Snow,High,2013-11-03,0.03015075376884422,weekend,17.940302825730544,88669
2016,2013-11-11 10:20:00,18,8.0,morning,medium,908,Sunny,High,2013-11-11,0.01608187134502924,weekday,17.940302825730544,88669
2017,2013-11-14 17:10:00,18,8.0,afternoon,medium,908,Sunny,High,2013-11-14,0.018300653594771243,weekday,17.940302825730544,88669
2018,2013-11-20 14:30:00,18,8.0,afternoon,medium,908,Snow,High,2013-11-20,0.02191464821222607,weekday,17.940302825730544,88669
2019,2013-11-22 21:00:00,18,8.0,evening,medium,908,Sunny,High,2013-11-22,0.01768867924528302,weekday,17.940302825730544,88669
2020,2013-11-26 12:53:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-11-26,0.024096385542168676,weekday,17.940302825730544,88669
2021,2013-11-29 19:45:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-11-29,0.03109452736318408,weekday,17.940302825730544,88669
2022,2013-11-29 19:45:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-11-29,0.03109452736318408,weekday,17.940302825730544,88669
2023,2013-11-29 20:00:00,18,8.0,evening,medium,908,Cloudy,High,2013-11-29,0.018656716417910446,weekday,17.940302825730544,88669
2024,2013-11-29 20:00:00,18,8.0,evening,medium,908,Cloudy,High,2013-11-29,0.018656716417910446,weekday,17.940302825730544,88669
2025,2013-12-01 14:00:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-12-01,0.01633605600933489,weekend,17.940302825730544,88669
2026,2013-12-11 23:45:00,18,8.0,evening,medium,908,Sunny,High,2013-12-11,0.009216589861751152,weekday,17.940302825730544,88669
2027,2013-12-14 01:38:00,18,8.0,evening,medium,908,Sunny,High,2013-12-14,0.026033690658499236,weekend,17.940302825730544,88669
2028,2013-12-17 22:45:00,18,8.0,evening,medium,908,Sunny,High,2013-12-17,0.011904761904761904,weekday,17.940302825730544,88669
2029,2013-12-18 12:04:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-12-18,0.02631578947368421,weekday,17.940302825730544,88669
2030,2013-12-22 14:20:00,18,8.0,afternoon,medium,908,Sunny,High,2013-12-22,0.021333333333333333,weekend,17.940302825730544,88669
2031,2013-12-22 14:10:00,18,8.0,afternoon,medium,908,Sunny,High,2013-12-22,0.021333333333333333,weekend,17.940302825730544,88669
2032,2013-12-23 17:15:00,18,8.0,afternoon,medium,908,Sunny,High,2013-12-23,0.02225519287833828,weekday,17.940302825730544,88669
2033,2013-12-23 11:59:00,18,8.0,morning,medium,908,Sunny,High,2013-12-23,0.016320474777448073,weekday,17.940302825730544,88669
2034,2013-12-27 08:45:00,18,8.0,morning,medium,908,Sunny,High,2013-12-27,0.009549795361527967,weekday,17.940302825730544,88669
2035,2013-12-27 13:00:00,18,8.0,afternoon,medium,908,Sunny,High,2013-12-27,0.030013642564802184,weekday,17.940302825730544,88669
2036,2013-12-28 16:52:00,18,8.0,afternoon,medium,908,Sunny,High,2013-12-28,0.02702702702702703,weekend,17.940302825730544,88669
2037,2013-12-31 13:00:00,18,8.0,afternoon,medium,908,Cloudy,High,2013-12-31,0.01615798922800718,weekday,17.940302825730544,88669
2038,2014-11-19 10:00:00,18,8,morning,medium,908,Sunny,High,2014-11-19,0.009508716323296355,weekday,17.940302825730544,88669
2039,2014-11-19 17:45:00,18,8,afternoon,medium,908,Sunny,High,2014-11-19,0.030110935023771792,weekday,17.940302825730544,88669
2040,2014-04-15 23:00:00,18,8,evening,medium,908,Sunny,High,2014-04-15,0.009433962264150943,weekday,17.940302825730544,88669
2041,2014-01-01 21:50:00,18,8,evening,medium,908,Cloudy,High,2014-01-01,0.051515151515151514,weekday,17.940302825730544,88669
2042,2014-01-01 22:00:00,18,8,evening,medium,908,Cloudy,High,2014-01-01,0.051515151515151514,weekday,17.940302825730544,88669
2043,2014-02-18 14:00:00,18,8,afternoon,medium,908,Cloudy,High,2014-02-18,0.0272,weekday,17.940302825730544,88669
2044,2014-11-01 17:30:00,18,8,afternoon,medium,908,Cloudy,High,2014-11-01,0.02085747392815759,weekend,17.940302825730544,88669
2045,2014-01-02 18:00:00,18,8,afternoon,medium,908,Cloudy,High,2014-01-02,0.018867924528301886,weekday,17.940302825730544,88669
2046,2014-01-05 16:52:00,18,8,afternoon,medium,908,Cloudy,High,2014-01-05,0.017369727047146403,weekend,17.940302825730544,88669
2047,2014-01-15 09:00:00,18,8,morning,medium,908,Cloudy,High,2014-01-15,0.008097165991902834,weekday,17.940302825730544,88669
2048,2014-01-16 14:40:00,18,8,afternoon,medium,908,Cloudy,High,2014-01-16,0.021865889212827987,weekday,17.940302825730544,88669
2049,2014-01-17 13:00:00,18,8,afternoon,medium,908,Sunny,High,2014-01-17,0.030913978494623656,weekday,17.940302825730544,88669
2050,2014-01-17 17:00:00,18,8,afternoon,medium,908,Sunny,High,2014-01-17,0.030913978494623656,weekday,17.940302825730544,88669
2051,2014-01-29 19:00:00,18,8,afternoon,medium,908,Sunny,High,2014-01-29,0.017881705639614855,weekday,17.940302825730544,88669
2052,2014-01-29 20:40:00,18,8,evening,medium,908,Sunny,High,2014-01-29,0.0068775790921595595,weekday,17.940302825730544,88669
2053,2014-01-31 01:02:00,18,8,evening,medium,908,Cloudy,High,2014-01-31,0.02425876010781671,weekday,17.940302825730544,88669
2054,2014-01-31 23:00:00,18,8,evening,medium,908,Cloudy,High,2014-01-31,0.02425876010781671,weekday,17.940302825730544,88669
2055,2014-01-31 19:00:00,18,8,afternoon,medium,908,Cloudy,High,2014-01-31,0.02021563342318059,weekday,17.940302825730544,88669
2056,2014-02-07 04:00:00,18,8,morning,medium,908,Cloudy,High,2014-02-07,0.008683068017366137,weekday,17.940302825730544,88669
2057,2014-02-07 14:00:00,18,8,afternoon,medium,908,Cloudy,High,2014-02-07,0.015918958031837915,weekday,17.940302825730544,88669
2058,2014-02-08 21:15:00,18,8,evening,medium,908,Cloudy,High,2014-02-08,0.03488372093023256,weekend,17.940302825730544,88669
2059,2014-02-15 02:20:00,18,8,evening,medium,908,Cloudy,High,2014-02-15,0.02037617554858934,weekend,17.940302825730544,88669
2060,2014-02-16 11:30:00,18,8,morning,medium,908,Cloudy,High,2014-02-16,0.010256410256410256,weekend,17.940302825730544,88669
2061,2014-02-16 17:00:00,18,8,afternoon,medium,908,Cloudy,High,2014-02-16,0.02564102564102564,weekend,17.940302825730544,88669
2062,2014-02-19 12:45:00,18,8,afternoon,medium,908,Cloudy,High,2014-02-19,0.026988636363636364,weekday,17.940302825730544,88669
2063,2014-02-19 18:00:00,18,8,afternoon,medium,908,Cloudy,High,2014-02-19,0.026988636363636364,weekday,17.940302825730544,88669
2064,2014-02-20 15:45:00,18,8,afternoon,medium,908,Cloudy,High,2014-02-20,0.01854714064914992,weekday,17.940302825730544,88669
2065,2014-02-24 14:45:00,18,8,afternoon,medium,908,Sunny,High,2014-02-24,0.028616852146263912,weekday,17.940302825730544,88669
2066,2014-02-25 16:00:00,18,8,afternoon,medium,908,Sunny,High,2014-02-25,0.023183925811437404,weekday,17.940302825730544,88669
2067,2014-02-27 09:30:00,18,8,morning,medium,908,Cloudy,High,2014-02-27,0.006535947712418301,weekday,17.940302825730544,88669
2068,2014-02-28 13:45:00,18,8,afternoon,medium,908,Sunny,High,2014-02-28,0.03012912482065997,weekday,17.940302825730544,88669
2069,2014-03-01 09:29:00,18,8,morning,medium,908,Sunny,High,2014-03-01,0.009929078014184398,weekend,17.940302825730544,88669
2070,2014-03-02 22:15:00,18,8,evening,medium,908,Sunny,High,2014-03-02,0.025547445255474453,weekend,17.940302825730544,88669
2071,2014-03-07 04:00:00,18,8,morning,medium,908,Sunny,High,2014-03-07,0.009259259259259259,weekday,17.940302825730544,88669
2072,2014-03-09 17:00:00,18,8,afternoon,medium,908,Cloudy,High,2014-03-09,0.017770597738287562,weekend,17.940302825730544,88669
2073,2014-03-10 17:49:00,18,8,afternoon,medium,908,Sunny,High,2014-03-10,0.027093596059113302,weekday,17.940302825730544,88669
2074,2014-03-10 17:00:00,18,8,afternoon,medium,908,Sunny,High,2014-03-10,0.027093596059113302,weekday,17.940302825730544,88669
2075,2014-03-11 13:00:00,18,8,afternoon,medium,908,Snow,High,2014-03-11,0.015804597701149427,weekday,17.940302825730544,88669
2076,2014-03-15 23:45:00,18,8,evening,medium,908,Sunny,High,2014-03-15,0.029726516052318668,weekend,17.940302825730544,88669
2077,2014-03-15 13:00:00,18,8,afternoon,medium,908,Sunny,High,2014-03-15,0.034482758620689655,weekend,17.940302825730544,88669
2078,2014-03-18 16:30:00,18,8,afternoon,medium,908,Sunny,High,2014-03-18,0.022031823745410038,weekday,17.940302825730544,88669
2079,2014-03-20 21:00:00,18,8,evening,medium,908,Sunny,High,2014-03-20,0.02064516129032258,weekday,17.940302825730544,88669
2080,2014-03-20 21:15:00,18,8,evening,medium,908,Sunny,High,2014-03-20,0.02064516129032258,weekday,17.940302825730544,88669
2081,2014-03-20 22:45:00,18,8,evening,medium,908,Sunny,High,2014-03-20,0.02064516129032258,weekday,17.940302825730544,88669
2082,2014-03-20 21:40:00,18,8,evening,medium,908,Sunny,High,2014-03-20,0.02064516129032258,weekday,17.940302825730544,88669
2083,2014-03-20 21:00:00,18,8,evening,medium,908,Sunny,High,2014-03-20,0.02064516129032258,weekday,17.940302825730544,88669
2084,2014-03-20 23:50:00,18,8,evening,medium,908,Sunny,High,2014-03-20,0.02064516129032258,weekday,17.940302825730544,88669
2085,2014-03-20 22:20:00,18,8,evening,medium,908,Sunny,High,2014-03-20,0.02064516129032258,weekday,17.940302825730544,88669
2086,2014-03-19 10:30:00,18,8,morning,medium,908,Sunny,High,2014-03-19,0.014473684210526316,weekday,17.940302825730544,88669
2087,2014-03-23 18:59:00,18,8,afternoon,medium,908,Sunny,High,2014-03-23,0.01393188854489164,weekend,17.940302825730544,88669
2088,2014-03-22 15:00:00,18,8,afternoon,medium,908,Sunny,High,2014-03-22,0.028532608695652172,weekend,17.940302825730544,88669
2089,2014-03-25 09:00:00,18,8,morning,medium,908,Sunny,High,2014-03-25,0.010014306151645207,weekday,17.940302825730544,88669
2090,2014-03-25 16:30:00,18,8,afternoon,medium,908,Sunny,High,2014-03-25,0.01859799713876967,weekday,17.940302825730544,88669
2091,2014-03-28 02:00:00,18,8,evening,medium,908,Sunny,High,2014-03-28,0.008939974457215836,weekday,17.940302825730544,88669
2092,2014-04-01 08:00:00,18,8,morning,medium,908,Cloudy,High,2014-04-01,0.009070294784580499,weekday,17.940302825730544,88669
2093,2014-04-03 23:20:00,18,8,evening,medium,908,Cloudy,High,2014-04-03,0.012605042016806723,weekday,17.940302825730544,88669
2094,2014-04-09 00:40:00,18,8,evening,medium,908,Sunny,High,2014-04-09,0.011627906976744186,weekday,17.940302825730544,88669
2095,2014-04-14 04:30:00,18,8,morning,medium,908,Snow,High,2014-04-14,0.010294117647058823,weekday,17.940302825730544,88669
2096,2014-04-16 13:00:00,18,8,afternoon,medium,908,Sunny,High,2014-04-16,0.03896103896103896,weekday,17.940302825730544,88669
2097,2014-04-18 19:45:00,18,8,afternoon,medium,908,Sunny,High,2014-04-18,0.01913265306122449,weekday,17.940302825730544,88669
2098,2014-04-18 20:00:00,18,8,evening,medium,908,Sunny,High,2014-04-18,0.02040816326530612,weekday,17.940302825730544,88669
2099,2014-04-20 04:00:00,18,8,morning,medium,908,Sunny,High,2014-04-20,0.008733624454148471,weekend,17.940302825730544,88669
2100,2014-04-22 16:15:00,18,8,afternoon,medium,908,Cloudy,High,2014-04-22,0.02185792349726776,weekday,17.940302825730544,88669
2101,2014-04-26 00:00:00,18,8,evening,medium,908,Sunny,High,2014-04-26,0.023166023166023165,weekend,17.940302825730544,88669
2102,2014-04-26 00:00:00,18,8,evening,medium,908,Sunny,High,2014-04-26,0.023166023166023165,weekend,17.940302825730544,88669
2103,2014-04-27 02:52:00,18,8,evening,medium,908,Cloudy,High,2014-04-27,0.01488095238095238,weekend,17.940302825730544,88669
2104,2014-04-30 14:30:00,18,8,afternoon,medium,908,Cloudy,High,2014-04-30,0.02386934673366834,weekday,17.940302825730544,88669
2105,2014-05-01 10:32:00,18,8,morning,medium,908,Sunny,High,2014-05-01,0.01182033096926714,weekday,17.940302825730544,88669
2106,2014-05-03 09:50:00,18,8,morning,medium,908,Sunny,High,2014-05-03,0.016150740242261104,weekend,17.940302825730544,88669
2107,2014-05-03 21:00:00,18,8,evening,medium,908,Sunny,High,2014-05-03,0.020188425302826378,weekend,17.940302825730544,88669
2108,2014-05-05 14:38:00,18,8,afternoon,medium,908,Cloudy,High,2014-05-05,0.031026252983293555,weekday,17.940302825730544,88669
2109,2014-05-05 19:00:00,18,8,afternoon,medium,908,Cloudy,High,2014-05-05,0.031026252983293555,weekday,17.940302825730544,88669
2110,2014-05-05 17:50:00,18,8,afternoon,medium,908,Cloudy,High,2014-05-05,0.031026252983293555,weekday,17.940302825730544,88669
2111,2014-05-12 16:10:00,18,8,afternoon,medium,908,Cloudy,High,2014-05-12,0.023485784919653894,weekday,17.940302825730544,88669
2112,2014-05-12 15:30:00,18,8,afternoon,medium,908,Cloudy,High,2014-05-12,0.023485784919653894,weekday,17.940302825730544,88669
2113,2014-05-12 15:30:00,18,8,afternoon,medium,908,Cloudy,High,2014-05-12,0.023485784919653894,weekday,17.940302825730544,88669
2114,2014-05-19 21:30:00,18,8,evening,medium,908,Sunny,High,2014-05-19,0.01905972045743329,weekday,17.940302825730544,88669
2115,2014-05-20 12:45:00,18,8,afternoon,medium,908,Cloudy,High,2014-05-20,0.02490170380078637,weekday,17.940302825730544,88669
2116,2014-05-23 03:22:00,18,8,evening,medium,908,Sunny,High,2014-05-23,0.02357320099255583,weekday,17.940302825730544,88669
2117,2014-05-24 17:30:00,18,8,afternoon,medium,908,Sunny,High,2014-05-24,0.02513227513227513,weekend,17.940302825730544,88669
2118,2014-05-24 13:30:00,18,8,afternoon,medium,908,Sunny,High,2014-05-24,0.02513227513227513,weekend,17.940302825730544,88669
2119,2014-05-24 21:30:00,18,8,evening,medium,908,Sunny,High,2014-05-24,0.023809523809523808,weekend,17.940302825730544,88669
2120,2014-05-29 14:15:00,18,8,afternoon,medium,908,Sunny,High,2014-05-29,0.0324254215304799,weekday,17.940302825730544,88669
2121,2014-05-29 13:55:00,18,8,afternoon,medium,908,Sunny,High,2014-05-29,0.0324254215304799,weekday,17.940302825730544,88669
2122,2014-05-31 06:00:00,18,8,morning,medium,908,Sunny,High,2014-05-31,0.007075471698113208,weekend,17.940302825730544,88669
2123,2014-05-31 11:20:00,18,8,morning,medium,908,Sunny,High,2014-05-31,0.007075471698113208,weekend,17.940302825730544,88669
2124,2014-05-31 17:00:00,18,8,afternoon,medium,908,Sunny,High,2014-05-31,0.02240566037735849,weekend,17.940302825730544,88669
2125,2014-06-04 14:35:00,18,8,afternoon,medium,908,Sunny,High,2014-06-04,0.019430051813471502,weekday,17.940302825730544,88669
2126,2014-09-20 11:00:00,18,8,morning,medium,908,Cloudy,High,2014-09-20,0.008274231678486997,weekend,17.940302825730544,88669
2127,2014-09-21 19:05:00,18,8,afternoon,medium,908,Sunny,High,2014-09-21,0.011406844106463879,weekend,17.940302825730544,88669
2128,2014-09-23 11:00:00,18,8,morning,medium,908,Sunny,High,2014-09-23,0.006016847172081829,weekday,17.940302825730544,88669
2129,2014-09-25 00:20:00,18,8,evening,medium,908,Cloudy,High,2014-09-25,0.01740294511378849,weekday,17.940302825730544,88669
2130,2014-09-26 21:00:00,18,8,evening,medium,908,Sunny,High,2014-09-26,0.010332950631458095,weekday,17.940302825730544,88669
2131,2014-09-27 17:00:00,18,8,afternoon,medium,908,Sunny,High,2014-09-27,0.016910935738444193,weekend,17.940302825730544,88669
2132,2014-09-29 23:30:00,18,8,evening,medium,908,Cloudy,High,2014-09-29,0.011320754716981131,weekday,17.940302825730544,88669
2133,2014-10-24 12:06:00,18,8,afternoon,medium,908,Sunny,High,2014-10-24,0.01710376282782212,weekday,17.940302825730544,88669
2134,2014-10-24 16:15:00,18,8,afternoon,medium,908,Sunny,High,2014-10-24,0.01710376282782212,weekday,17.940302825730544,88669
2135,2014-10-24 22:00:00,18,8,evening,medium,908,Sunny,High,2014-10-24,0.009122006841505131,weekday,17.940302825730544,88669
2136,2014-11-18 15:00:00,18,8,afternoon,medium,908,Sunny,High,2014-11-18,0.024193548387096774,weekday,17.940302825730544,88669
2137,2014-11-18 09:00:00,18,8,morning,medium,908,Sunny,High,2014-11-18,0.01129032258064516,weekday,17.940302825730544,88669
2138,2014-11-11 12:00:00,18,8,afternoon,medium,908,Cloudy,High,2014-11-11,0.022556390977443608,weekday,17.940302825730544,88669
2139,2014-11-11 14:57:00,18,8,afternoon,medium,908,Cloudy,High,2014-11-11,0.022556390977443608,weekday,17.940302825730544,88669
2140,2014-11-20 13:53:00,18,8,afternoon,medium,908,Sunny,High,2014-11-20,0.03349282296650718,weekday,17.940302825730544,88669
2141,2014-11-20 13:43:00,18,8,afternoon,medium,908,Sunny,High,2014-11-20,0.03349282296650718,weekday,17.940302825730544,88669
2142,2014-11-20 16:35:00,18,8,afternoon,medium,908,Sunny,High,2014-11-20,0.03349282296650718,weekday,17.940302825730544,88669
2143,2014-11-23 14:40:00,18,8,afternoon,medium,908,Sunny,High,2014-11-23,0.02635431918008785,weekend,17.940302825730544,88669
2144,2014-11-25 14:20:00,18,8,afternoon,medium,908,Snow,High,2014-11-25,0.0228310502283105,weekday,17.940302825730544,88669
2145,2014-11-26 10:01:00,18,8,morning,medium,908,Cloudy,High,2014-11-26,0.008902077151335312,weekday,17.940302825730544,88669
2146,2014-11-28 20:10:00,18,8,evening,medium,908,Sunny,High,2014-11-28,0.01335559265442404,weekday,17.940302825730544,88669
2147,2014-11-30 16:30:00,18,8,afternoon,medium,908,Sunny,High,2014-11-30,0.018055555555555554,weekend,17.940302825730544,88669
2148,2014-12-03 17:00:00,18,8,afternoon,medium,908,Sunny,High,2014-12-03,0.020188425302826378,weekday,17.940302825730544,88669
2149,2014-12-07 21:00:00,18,8,evening,medium,908,Sunny,High,2014-12-07,0.03204047217537943,weekend,17.940302825730544,88669
2150,2014-11-14 20:30:00,18,8,evening,medium,908,Snow,High,2014-11-14,0.016129032258064516,weekday,17.940302825730544,88669
2151,2014-12-12 18:45:00,18,8,afternoon,medium,908,Sunny,High,2014-12-12,0.018030513176144243,weekday,17.940302825730544,88669
2152,2014-12-12 16:25:00,18,8,afternoon,medium,908,Sunny,High,2014-12-12,0.018030513176144243,weekday,17.940302825730544,88669
2153,2014-12-12 10:00:00,18,8,morning,medium,908,Sunny,High,2014-12-12,0.009708737864077669,weekday,17.940302825730544,88669
2154,2014-12-12 07:00:00,18,8,morning,medium,908,Sunny,High,2014-12-12,0.009708737864077669,weekday,17.940302825730544,88669
2155,2014-12-23 18:45:00,18,8,afternoon,medium,908,Sunny,High,2014-12-23,0.01791044776119403,weekday,17.940302825730544,88669
